ISO3,year,T_US,T_CN,CONN,BRIDGE,x_US,m_CN,GeoV_F,DIST
CHN,2011,0.183217643301597,0.3942687941855672,0.6345348787716574,0.3294652959062157,0.25247785140073237,0.4299283307599291,0.4243618239720738,0.6122755232885941
CHN,2012,0.20606357267995354,0.4150083401817779,0.6635739546825369,0.3507475786800743,0.2740735087576327,0.4488717808138354,0.4289808377572739,0.5868531721255508
CHN,2013,0.19258935721074835,0.4234575226731937,0.6252425375388008,0.33426247132283743,0.2568615086298446,0.43498693257253856,0.39887047220751387,0.5799930646306408
CHN,2014,0.1951083859534646,0.4196458252053869,0.6347524991676678,0.3305994099182766,0.2553040605149383,0.4281011810696116,0.4306877135417345,0.5821434041288831
CHN,2015,0.2170140419853651,0.5160869533822333,0.5920440522019694,0.3790474528687467,0.2687155939620978,0.5346804381830936,0.4374066448345442,0.5140918608852242
CHN,2016,0.21280010280340164,0.397403742177641,0.6974721793502063,0.32303872263071987,0.26917628738940924,0.3876790832170196,0.442096877709372,0.6172900656128067
CHN,2017,0.19561414443031122,0.402966740772461,0.6535930206459766,0.32328004996575105,0.2565585781784126,0.40735332822581183,0.4171639912694744,0.6118037260239318
CHN,2018,0.18563915778805487,0.4177437758701553,0.6153278372079753,0.334266563672693,0.2552468901443889,0.43774925338500453,0.41356681541453977,0.5921146131807027
CHN,2019,0.16419680257863922,0.44605252669048223,0.5381302189231183,0.32339620707943106,0.22711847150949704,0.4604870139282749,0.389702699637787,0.5622481769103465
CHN,2020,0.17561220578021905,0.42583070761579067,0.5839696565336042,0.3250668165040697,0.23772246720284623,0.4445033590448339,0.40537909823069607,0.5781265494114566
CHN,2021,0.17279993995669135,0.4418749737717471,0.5622482261673489,0.3287277138561637,0.23218319697056516,0.4654165816779552,0.3933927307710582,0.5620436099897839
CHN,2022,0.2833859804809405,0.4386913571065252,0.7849186388476395,0.3815531027857594,0.3157595565552461,0.46105578508427103,0.46789536538648946,0.5613086428934748
CHN,2023,0.19081280509624282,0.49153657534036804,0.5592818300037103,0.3481960081303373,0.2349269417920159,0.5160772925960863,0.40436158021581026,0.5085323427693547
